step,time_s,total_displacement_m,x_displacement_m,y_displacement_m,z_displacement_m
0,0.0,0.0,0.0,0.0,0.0
1,0.0005,4.190274356059729e-07,8.344650268554688e-08,-3.963708877563477e-07,1.0728836059570313e-07
2,0.001,1.2518146153602465e-06,2.443790435791016e-07,-1.183152198791504e-06,3.2782554626464844e-07
3,0.0015,2.4875372058372528e-06,4.82797622680664e-07,-2.345442771911621e-06,6.735324859619141e-07
4,0.002,4.109576006228833e-06,7.987022399902344e-07,-3.8653612136840825e-06,1.1444091796875002e-06
5,0.0025,6.097987031278676e-06,1.1861324310302736e-06,-5.719065666198731e-06,1.7523765563964845e-06
6,0.003,8.430935838946214e-06,1.6450881958007813e-06,-7.88271427154541e-06,2.4974346160888675e-06
7,0.0035,1.108572365227395e-05,2.175569534301758e-06,-1.0329484939575196e-05,3.3855438232421878e-06
8,0.004,1.4040918795677801e-05,2.777576446533203e-06,-1.303553581237793e-05,4.416704177856446e-06
9,0.0045000000000000005,1.7281941220175207e-05,3.4570693969726562e-06,-1.5982985496520998e-05,5.590915679931641e-06
10,0.005,2.079468699615316e-05,4.208087921142579e-06,-1.915693283081055e-05,6.908178329467774e-06
11,0.0055,2.4576516010971307e-05,5.030632019042969e-06,-2.2551417350769044e-05,8.374452590942383e-06
12,0.006,2.862472976977752e-05,5.930662155151367e-06,-2.6163458824157718e-05,9.98377799987793e-06
13,0.006500000000000001,3.294271567881051e-05,6.908178329467774e-06,-2.9996037483215332e-05,1.1736154556274414e-05
14,0.007,3.753569886484958e-05,7.957220077514648e-06,-3.40580940246582e-05,1.3625621795654298e-05
15,0.0075,4.242085526482502e-05,9.083747863769532e-06,-3.836452960968018e-05,1.5658140182495117e-05
16,0.008,4.76068984360004e-05,1.0287761688232423e-05,-4.292726516723633e-05,1.7827749252319337e-05
17,0.0085,5.310947476116562e-05,1.1569261550903322e-05,-4.776120185852051e-05,2.0140409469604494e-05
18,0.009000000000000001,5.893467665936209e-05,1.2928247451782227e-05,-5.28782606124878e-05,2.258419990539551e-05
19,0.0095,6.509259083195899e-05,1.436471939086914e-05,-5.82873821258545e-05,2.5165081024169925e-05
20,0.01,7.15833969136735e-05,1.5878677368164065e-05,-6.399154663085938e-05,2.7877092361450198e-05
21,0.0105,7.840823854691077e-05,1.747608184814453e-05,-6.999075412750244e-05,3.072023391723633e-05
22,0.011,8.555768453714803e-05,1.915097236633301e-05,-7.627606391906739e-05,3.3694505691528324e-05
23,0.0115,9.301602014464467e-05,2.0903348922729495e-05,-8.283257484436035e-05,3.679394721984864e-05
24,0.012,0.00010076728038453612,2.2733211517333986e-05,-8.964240550994873e-05,4.001855850219727e-05
25,0.0125,0.00010879027489635235,2.4640560150146486e-05,-9.668171405792237e-05,4.336833953857422e-05
26,0.013000000000000001,0.00011706286741430897,2.6631355285644532e-05,-0.0001039266586303711,4.683732986450196e-05
27,0.0135,0.00012556001972304593,2.8699636459350586e-05,-0.000111350417137146,5.042552947998047e-05
28,0.014,0.00013425940731652897,3.083944320678711e-05,-0.00011892914772033692,5.413293838500977e-05
29,0.0145,0.00014313888938506452,3.305673599243164e-05,-0.00012663602828979492,5.795955657958985e-05
30,0.015,0.0001521805676447785,3.535151481628418e-05,-0.0001344531774520874,6.189942359924316e-05
31,0.0155,0.00016136763501329218,3.771781921386719e-05,-0.00014236271381378175,6.595253944396973e-05
32,0.016,0.0001706900003464391,4.015564918518067e-05,-0.00015035271644592285,7.011890411376954e-05
33,0.0165,0.00018014288548525012,4.2665004730224613e-05,-0.00015841722488403321,7.439851760864258e-05
34,0.017,0.00018971645980566174,4.5245885848999025e-05,-0.0001665472984313965,7.878541946411134e-05
35,0.0175,0.0001994137073645055,4.789829254150391e-05,-0.0001747429370880127,8.328557014465333e-05
36,0.018000000000000002,0.0002092312186301746,5.061626434326172e-05,-0.00018300414085388185,8.789300918579102e-05
37,0.0185,0.00021916693348419817,5.3399801254272466e-05,-0.0001913309097290039,9.260177612304688e-05
38,0.019,0.00022922525526747556,5.6254863739013676e-05,-0.00019972324371337892,9.741783142089844e-05
39,0.0195,0.00023939857331755268,5.9169530868530276e-05,-0.00020817816257476807,0.00010233521461486817
40,0.02,0.00024968874667767474,6.214976310729981e-05,-0.0002166956663131714,0.00010735392570495606
41,0.0205,0.00026008435846062885,6.518959999084473e-05,-0.00022526681423187258,0.00011246800422668458
42,0.021,0.0002705795462723723,6.829500198364258e-05,-0.00023388266563415528,0.00011767745018005372
43,0.021500000000000002,0.00028116551508522403,7.146000862121583e-05,-0.00024253427982330323,0.0001229822635650635
44,0.022,0.00029182725738238324,7.468461990356445e-05,-0.00025120675563812257,0.00012837648391723634
45,0.0225,0.0003025509085981875,7.796287536621094e-05,-0.00025988519191741947,0.00013386011123657228
46,0.023,0.0003133205531055157,8.130073547363281e-05,-0.00026855170726776124,0.00013942718505859377
47,0.0235,0.00032411994141229934,8.469223976135254e-05,-0.0002771884202957153,0.00014507770538330078
48,0.024,0.00033493702954207045,8.813738822937012e-05,-0.0002857804298400879,0.00015081167221069338
49,0.0245,0.00034575831504509124,9.163022041320802e-05,-0.00029431283473968506,0.0001566290855407715
50,0.025,0.00035657084365680957,9.517669677734376e-05,-0.000302770733833313,0.00016252398490905763
