step,time_s,total_displacement_m,x_displacement_m,y_displacement_m,z_displacement_m
0,0.0,0.0,0.0,0.0,0.0
1,0.0005,1.552844e-05,1.552844e-05,0.0,0.0
2,0.001,3.1113760000000004e-05,3.1113760000000004e-05,0.0,0.0
3,0.0015,6.845596000000001e-05,6.845596000000001e-05,0.0,0.0
4,0.002,0.00010585504,0.00010585504,0.0,0.0
5,0.0025,0.000149511,0.000149511,0.0,0.0
6,0.003,0.00019322384000000002,0.00019322384000000002,0.0,0.0
7,0.0035,0.00021994356,0.00021994356,0.0,0.0
8,0.004,0.00024672016,0.00024672016,0.0,0.0
9,0.0045,0.00023945363999999998,0.00023945363999999998,0.0,0.0
10,0.005,0.000232244,0.000232244,0.0,0.0
11,0.0055,0.00019564124,0.00019564124,0.0,0.0
12,0.006,0.00015909536,0.00015909536,0.0,0.0
13,0.0065,0.00011330635999999999,0.00011330635999999999,0.0,0.0
14,0.007,6.757424e-05,6.757424e-05,0.0,0.0
15,0.0075,4.5149e-05,4.5149e-05,0.0,0.0
16,0.008,2.278064e-05,2.278064e-05,0.0,0.0
17,0.0085,2.991916e-05,2.991916e-05,0.0,0.0
18,0.009,3.7114559999999996e-05,3.7114559999999996e-05,0.0,0.0
19,0.0095,6.451684e-05,6.451684e-05,0.0,0.0
20,0.01,9.197599999999999e-05,9.197599999999999e-05,0.0,0.0
21,0.0105,0.00013034204,0.00013034204,0.0,0.0
22,0.011,0.00016876496,0.00016876496,0.0,0.0
23,0.0115,0.00020104476,0.00020104476,0.0,0.0
24,0.012,0.00023338143999999998,0.00023338143999999998,0.0,0.0
25,0.0125,0.000248725,0.000248725,0.0,0.0
26,0.013,0.00026412543999999996,0.00026412543999999996,0.0,0.0
27,0.0135,0.00025788275999999997,0.00025788275999999997,0.0,0.0
28,0.014,0.00025169696,0.00025169696,0.0,0.0
29,0.0145,0.00022231804000000002,0.00022231804000000002,0.0,0.0
30,0.015,0.000192996,0.000192996,0.0,0.0
31,0.0155,0.00015133084,0.00015133084,0.0,0.0
32,0.016,0.00010972255999999999,0.00010972255999999999,0.0,0.0
33,0.0165,8.212116e-05,8.212116e-05,0.0,0.0
34,0.017,5.4576640000000005e-05,5.4576640000000005e-05,0.0,0.0
35,0.0175,5.3439e-05,5.3439e-05,0.0,0.0
36,0.018,5.235823999999998e-05,5.235823999999998e-05,0.0,0.0
37,0.0185,7.458435999999999e-05,7.458435999999999e-05,0.0,0.0
38,0.019,9.686735999999999e-05,9.686735999999999e-05,0.0,0.0
39,0.0195,0.00013625724,0.00013625724,0.0,0.0
40,0.02,0.000175704,0.000175704,0.0,0.0
41,0.0205,0.00021520764,0.00021520764,0.0,0.0
42,0.021,0.00025476815999999995,0.00025476815999999995,0.0,0.0
43,0.0215,0.00027423556,0.00027423556,0.0,0.0
44,0.022,0.00029375983999999994,0.00029375983999999994,0.0,0.0
45,0.0225,0.00028234099999999997,0.00028234099999999997,0.0,0.0
46,0.023,0.00027097903999999997,0.00027097903999999997,0.0,0.0
47,0.0235,0.00022712395999999999,0.00022712395999999999,0.0,0.0
48,0.024,0.00018332576,0.00018332576,0.0,0.0
49,0.0245,0.00014578444,0.00014578444,0.0,0.0
50,0.025,0.0001083,0.0001083,0.0,0.0
