step,time_s,total_displacement_m,x_displacement_m,y_displacement_m,z_displacement_m
0,0.0,0.0,0.0,0.0,0.0
1,0.0005,2.153476e-05,2.153476e-05,0.0,0.0
2,0.001,4.3139040000000004e-05,4.3139040000000004e-05,0.0,0.0
3,0.0015,9.491283999999999e-05,9.491283999999999e-05,0.0,0.0
4,0.002,0.00014675616,0.00014675616,0.0,0.0
5,0.0025,0.000207269,0.000207269,0.0,0.0
6,0.003,0.00026785135999999997,0.00026785135999999997,0.0,0.0
7,0.0035,0.00030485324,0.00030485324,0.0,0.0
8,0.004,0.00034192464,0.00034192464,0.0,0.0
9,0.0045,0.00033176555999999996,0.00033176555999999996,0.0,0.0
10,0.005,0.00032167599999999996,0.00032167599999999996,0.0,0.0
11,0.0055,0.00027080595999999995,0.00027080595999999995,0.0,0.0
12,0.006,0.00022000543999999998,0.00022000543999999998,0.0,0.0
13,0.0065,0.00015637444,0.00015637444,0.0,0.0
14,0.007,9.281296e-05,9.281296e-05,0.0,0.0
15,0.0075,6.1571e-05,6.1571e-05,0.0,0.0
16,0.008,3.039856e-05,3.039856e-05,0.0,0.0
17,0.0085,4.014564e-05,4.014564e-05,0.0,0.0
18,0.009,4.996224e-05,4.996224e-05,0.0,0.0
19,0.0095,8.779836e-05,8.779836e-05,0.0,0.0
20,0.01,0.000125704,0.000125704,0.0,0.0
21,0.0105,0.00017872916000000001,0.00017872916000000001,0.0,0.0
22,0.011,0.00023182383999999998,0.00023182383999999998,0.0,0.0
23,0.0115,0.00027638803999999997,0.00027638803999999997,0.0,0.0
24,0.012,0.00032102176,0.00032102176,0.0,0.0
25,0.0125,0.000342075,0.000342075,0.0,0.0
26,0.013,0.00036319776,0.00036319776,0.0,0.0
27,0.0135,0.00035429003999999995,0.00035429003999999995,0.0,0.0
28,0.014,0.00034545184,0.00034545184,0.0,0.0
29,0.0145,0.00030443316,0.00030443316,0.0,0.0
30,0.015,0.00026348400000000003,0.00026348400000000003,0.0,0.0
31,0.0155,0.00020540436,0.00020540436,0.0,0.0
32,0.016,0.00014739423999999998,0.00014739423999999998,0.0,0.0
33,0.0165,0.00010880364,0.00010880364,0.0,0.0
34,0.017,7.028256e-05,7.028256e-05,0.0,0.0
35,0.0175,6.838100000000001e-05,6.838100000000001e-05,0.0,0.0
36,0.018,6.654895999999997e-05,6.654895999999997e-05,0.0,0.0
37,0.0185,9.703643999999999e-05,9.703643999999999e-05,0.0,0.0
38,0.019,0.00012759343999999999,0.00012759343999999999,0.0,0.0
39,0.0195,0.00018186996,0.00018186996,0.0,0.0
40,0.02,0.00023621599999999998,0.00023621599999999998,0.0,0.0
41,0.0205,0.00029063156,0.00029063156,0.0,0.0
42,0.021,0.00034511664,0.00034511664,0.0,0.0
43,0.0215,0.00037172124,0.00037172124,0.0,0.0
44,0.022,0.0003983953599999999,0.0003983953599999999,0.0,0.0
45,0.0225,0.0003821389999999999,0.0003821389999999999,0.0,0.0
46,0.023,0.00036595216,0.00036595216,0.0,0.0
47,0.0235,0.00030468483999999995,0.00030468483999999995,0.0,0.0
48,0.024,0.00024348704000000002,0.00024348704000000002,0.0,0.0
49,0.0245,0.00019095875999999997,0.00019095875999999997,0.0,0.0
50,0.025,0.0001385,0.0001385,0.0,0.0
