actual,check,expected,pass,row_name
Step85,step,Step85,True,
Step84,previous_step,Step84,True,
29a130ccef93f095deeaa941b44003720f2291c5,previous_required_commit,29a130ccef93f095deeaa941b44003720f2291c5,True,
single_feature_plan_only,activation_kind,single_feature_plan_only,True,
squid_proxy_static_geometry,feature_under_plan,squid_proxy_static_geometry,True,
False,driver_run_required,False,True,
False,fsidriver_run_allowed,False,True,
False,simulation_run_allowed,False,True,
True,step86_allowed,True,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
canonical_driver_squid_proxy_static_geometry_32_3step_smoke,step86_allowed_row_name,canonical_driver_squid_proxy_static_geometry_32_3step_smoke,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
32,step86_allowed_n_grid,32,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
1024,step86_allowed_n_particles,1024,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
3,step86_allowed_n_lbm_steps,3,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
1,step86_allowed_mpm_substeps_per_lbm_step,1,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
moving_boundary,step86_allowed_coupling_mode,moving_boundary,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
engineering,step86_allowed_reaction_transfer_mode,engineering,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
squid_proxy,step86_allowed_geometry_type,squid_proxy,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
True,squid_proxy_planned_for_step86,True,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
squid_proxy,geometry_type_allowed_for_step86,squid_proxy,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
configs/step85_squid_proxy_geometry_1024.json,geometry_config_path_allowed_for_step86,configs/step85_squid_proxy_geometry_1024.json,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
True,quality_check_enabled_allowed_for_step86,True,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
False,quality_check_strict_allowed_for_step86,False,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
True,geometry_quality_report_required_for_step86,True,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
False,runtime_geometry_allowed,False,True,
static,geometry_motion_mode_allowed_for_step86,static,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
disabled,geometry_motion_application_mode_allowed_for_step86,disabled,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
False,geometry_mutation_allowed,False,True,
False,wall_velocity_allowed,False,True,
static,boundary_motion_mode_allowed_for_step86,static,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
disabled,wall_velocity_application_mode_allowed_for_step86,disabled,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
False,combined_runtime_geometry_wall_velocity_allowed,False,True,
False,real_geometry_allowed,False,True,
False,real_geometry_candidate_data_allowed,False,True,
False,link_area_allowed,False,True,
False,grid_48_allowed,False,True,
False,grid_64_allowed,False,True,
False,vtr_output_allowed,False,True,
False,particle_npy_output_allowed,False,True,
False,write_vtk_allowed_for_step86,False,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
False,write_particles_allowed_for_step86,False,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
1,planned_step86_activation_feature_count,1,True,canonical_driver_squid_proxy_static_geometry_32_3step_smoke
0,step85_activation_feature_count,0,True,
False,runtime_code_changed,False,True,
False,solver_behavior_changed,False,True,
False,solver_formula_change_allowed,False,True,
False,tau_migration_allowed,False,True,
False,physical_validation_claim_allowed,False,True,
False,production_readiness_claim_allowed,False,True,
False,real_squid_validation_claim_allowed,False,True,
False,squid_swimming_claim_allowed,False,True,
False,squid_actuation_claim_allowed,False,True,
False,actuation_claim_allowed,False,True,
False,jet_model_allowed,False,True,
