actual,check,expected,pass,row_name
False,driver_run_required,False,True,step83_plan
False,fsidriver_run_allowed,False,True,step83_plan
False,simulation_run_allowed,False,True,step83_plan
True,runtime_geometry_planned_for_step84,True,True,step83_plan
diagnostic_only,geometry_motion_application_mode_allowed_for_step84,diagnostic_only,True,step83_plan
False,geometry_mutation_allowed,False,True,step83_plan
True,wall_velocity_planned_for_step84,True,True,step83_plan
solid_vel_experimental,wall_velocity_application_mode_allowed_for_step84,solid_vel_experimental,True,step83_plan
solid_vel,target_lbm_field_planned_for_step84,solid_vel,True,step83_plan
True,combined_runtime_geometry_wall_velocity_planned_for_step84,True,True,step83_plan
0,step83_activation_feature_count,0,True,step83_plan
2,planned_step84_activation_feature_count,2,True,step83_plan
False,real_geometry_allowed,False,True,step83_plan
False,squid_proxy_allowed,False,True,step83_plan
False,link_area_allowed,False,True,step83_plan
False,grid_48_allowed,False,True,step83_plan
False,grid_64_allowed,False,True,step83_plan
False,vtr_output_allowed,False,True,step83_plan
False,particle_npy_output_allowed,False,True,step83_plan
3df6bb25b32d74f16300b8ba603c843eecc725c2,previous_commit,3df6bb25b32d74f16300b8ba603c843eecc725c2,True,step83_plan
canonical_driver_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke,step84_allowed_row_name,canonical_driver_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke,True,step84_plan
32,step84_allowed_n_grid,32,True,step84_plan
1024,step84_allowed_n_particles,1024,True,step84_plan
3,step84_allowed_n_lbm_steps,3,True,step84_plan
1,step84_allowed_mpm_substeps_per_lbm_step,1,True,step84_plan
moving_boundary,step84_allowed_coupling_mode,moving_boundary,True,step84_plan
engineering,step84_allowed_reaction_transfer_mode,engineering,True,step84_plan
prescribed_kinematic,boundary_motion_mode_allowed_for_step84,prescribed_kinematic,True,step84_plan
configs/step80_geometry_motion_interface_prescribed_diagnostic_only.json,geometry_motion_config_path_allowed_for_step84,configs/step80_geometry_motion_interface_prescribed_diagnostic_only.json,True,step84_plan
configs/step80_geometry_motion_interface_prescribed_diagnostic_only.json,geometry_motion_application_config_path_allowed_for_step84,configs/step80_geometry_motion_interface_prescribed_diagnostic_only.json,True,step84_plan
solid_vel_experimental,application_mode,solid_vel_experimental,True,step36_wall_velocity_application
solid_vel,target_lbm_field,solid_vel,True,step36_wall_velocity_application
configs/step34_boundary_motion_interface_prescribed_kinematic.json,boundary_motion_config_path,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,step36_wall_velocity_application
True,apply_to_lbm_solid_vel,True,True,step36_wall_velocity_application
False,apply_to_lbm_populations,False,True,step36_wall_velocity_application
False,apply_to_mpm,False,True,step36_wall_velocity_application
False,apply_to_projector,False,True,step36_wall_velocity_application
False,modify_bounceback_formula,False,True,step36_wall_velocity_application
False,jet_model_enabled,False,True,step36_wall_velocity_application
False,actuation_claim_enabled,False,True,step36_wall_velocity_application
prescribed_kinematic,geometry_motion_mode,prescribed_kinematic,True,step80_runtime_geometry_diagnostic_only
diagnostic_only,application_mode,diagnostic_only,True,step80_runtime_geometry_diagnostic_only
True,diagnostic_only,True,True,step80_runtime_geometry_diagnostic_only
False,mutate_geometry_state,False,True,step80_runtime_geometry_diagnostic_only
