actual,check,expected,pass,row_name
Step87,step,Step87,True,
Step86,previous_step,Step86,True,
e69e11971728a370465e54f753988d2b9ab228b5,previous_required_commit,e69e11971728a370465e54f753988d2b9ab228b5,True,
combined_feature_plan_only,activation_kind,combined_feature_plan_only,True,
"[""squid_proxy_static_geometry"", ""runtime_geometry_diagnostic_only"", ""wall_velocity_solid_vel""]",features_under_plan,"[""squid_proxy_static_geometry"", ""runtime_geometry_diagnostic_only"", ""wall_velocity_solid_vel""]",True,
False,driver_run_required,False,True,
False,fsidriver_run_allowed,False,True,
False,simulation_run_allowed,False,True,
True,step88_allowed,True,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke,step88_allowed_row_name,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
32,step88_allowed_n_grid,32,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
1024,step88_allowed_n_particles,1024,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
3,step88_allowed_n_lbm_steps,3,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
1,step88_allowed_mpm_substeps_per_lbm_step,1,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
moving_boundary,step88_allowed_coupling_mode,moving_boundary,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
engineering,step88_allowed_reaction_transfer_mode,engineering,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
True,squid_proxy_planned_for_step88,True,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
squid_proxy,geometry_type_allowed_for_step88,squid_proxy,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
configs/step85_squid_proxy_geometry_1024.json,geometry_config_path_allowed_for_step88,configs/step85_squid_proxy_geometry_1024.json,True,canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke
